Produto,Descrição,"Pontos Qualificaveis","Pontos Bonificaveis","Preço Venda Sugerido","Preço Consultor","Margem Lucro na Revenda",QTD EM CASA - FECHADOS,"Valor Em Estoque","Valor Investido",QTD EM CASA - ABERTOS
TOTALL,,,,,,,133,"R$ 9.181,36","R$ 4.540,22",6
#,#,#,#,#,#,#,#,#,#,#
10153,DEO COLONIA ELLA RADIANCE,36.76,37.94,"R$ 129,00","R$ 64,50",100.00 %,,0,0,
10154,FEELIN GEL P. MASSAGEM CORPORAL,7.94,7.15,"R$ 27,00","R$ 13,50",100.00 %,,0,0,
10155,FEELIN SEXY GEL PARA MASSAGEM CORPORAL,7.94,7.94,"R$ 27,00","R$ 13,50",100.00 %,,0,0,
10156,FEELING IMPULSE GEL PARA MASSAGEM CORPORAL,7.94,9.94,"R$ 27,00","R$ 13,50",100.00 %,,0,0,
10157,DEO COLONIA LATTITUDE ADVENTURE -100ML,37.94,37.94,"R$ 129,00","R$ 64,50",100.00 %,,0,0,
10159,DEO COLONIA ELLA PEROLAS -100ML,27.70,27.70,"R$ 129,00","R$ 47,09",173.94 %,,0,0,
10160,DEO COLONIA H MEN ICY -75ML,29.12,29.12,"R$ 99,00","R$ 49,50",100.00 %,,0,0,
10161,DEO COLONIA SUNSET SPOT FOR HIM -75 ML,35.40,38.14,"R$ 139,00","R$ 69,50",100.00 %,2,"R$ 278,00","R$ 139,00",
10162,DEO COLONIA SPOT SUNSET FOR HER -75ML,35.40,38.14,"R$ 139,00","R$ 69,50",100.00 %,1,"R$ 139,00","R$ 69,50",
10198,DEO COLONIA HYPE INK ART FOR HER,37.17,38.61,"R$ 139,00","R$ 69,50",100.00 %,,0,0,
10199,DEO COLONIA HYPE INK ART FOR HIM,37.22,28.66,"R$ 139,00","R$ 69,50",100.00 %,1,"R$ 139,00","R$ 69,50",
10203,LIFE ENERGY 75ML,38.61,38.61,"R$ 139,00","R$ 69,50",100.00 %,1,"R$ 139,00","R$ 69,50",
10204,LIFE REFRESH 75ML,38.61,38.61,"R$ 139,00","R$ 69,50",100.00 %,1,"R$ 139,00","R$ 69,50",
10205,LIFE CALM 75ML,38.61,38.61,"R$ 139,00","R$ 69,50",100.00 %,1,"R$ 139,00","R$ 69,50",
12000,H-EXPERT SHAMPOO RESIST FORCE RECONSTRUTOR 100ML,12.75,12.75,"R$ 49,00","R$ 20,83",135.24 %,,0,0,
12001,H-EXPERT COND RESIST FORCE RECONSTRUTOR 300 ML,13.60,13.60,"R$ 53,00","R$ 22,53",135.24 %,,0,0,
12002,H-EXPERT LEAVE-IN RESIST FORCE RECONSTRUTOR 150ML,12.00,12.00,"R$ 40,00","R$ 20,00",100.00 %,,0,0,
12003,H-EXPERT MASCARA RESIST FORCE RECONSTRUTOR HINODE,20.00,20.00,"R$ 66,00","R$ 33,00",100.00 %,,0,0,
12008,H-EXPERT SHAMPOO BB HAIR HINODE 300 ML,14.45,14.45,"R$ 56,00","R$ 23,80",135.29 %,,0,0,
12009,H-EXPERT CONDICIONADOR BB HAIR HINODE 300ML,16.15,16.15,"R$ 61,00","R$ 25,93",135.25 %,,0,0,
12010,H-EXPERT LEAVE-IN BB HAIR HINODE 150 ML,11.05,11.05,"R$ 43,00","R$ 18,28",135.23 %,,0,0,
12011,H-EXPERT MASCARA BB HAIR HINODE,20.00,20.00,"R$ 65,00","R$ 32,50",100.00 %,,0,0,
12016,H-EXPERT SHAMPOO WAVE MAX CACHEADOS HINODE 300 ML,11.90,11.90,"R$ 46,00","R$ 19,55",135.29 %,,0,0,
12017,H-EXPERT CONDICIONADOR WAVE MAX CACHEADOS 300 ML,12.75,12.75,"R$ 49,00","R$ 20,83",135.24 %,,0,0,
12018,H-EXPERT LEAVE-IN WAVE MAX CACHEADOS HINODE 150 ML,9.35,9.35,"R$ 38,00","R$ 16,15",135.29 %,,0,0,
12019,H-EXPERT MASCARA WAVE MAX CACHEADOS HINODE,14.45,14.45,"R$ 57,00","R$ 24,23",135.25 %,,0,0,
12020,H-EXPERT SHAMPO PERFECT BLOND DESAMARELADOR 300 ML,13.60,13.60,"R$ 52,00","R$ 22,10",135.29 %,,0,0,
12021,H-EXPERT COND. PERFECT BLOND DESAMARELADOR 300 ML,14.45,14.45,"R$ 56,00","R$ 23,80",135.29 %,,0,0,
12022,H-EXPERT MASCARA PERFECT BLOND DESAMARELADOR HINOD,16.15,16.15,"R$ 62,00","R$ 26,35",135.29 %,,0,0,
12025,H-EXPERT SHAMPOO SUMMER PROTECTION 300ML,4.33,4.33,"R$ 44,00","R$ 16,50",166.67 %,,0,0,
12026,H-EXPERT CONDICIONADOR SUMMER PROTECTION 300 ML,5.53,5.53,"R$ 49,00","R$ 17,90",173.74 %,,0,0,
12027,H-EXPERT LEAVE IN SUMMER PROTECTION 150 ML,2.75,2.75,"R$ 36,00","R$ 14,40",150.00 %,,0,0,
12028,H-EXPERT MASCARA SUMMER PROTECTION,5.67,5.67,"R$ 56,00","R$ 21,00",166.67 %,,0,0,
12040,H-EXPERT THERMO PROTECTION,10.00,10.00,"R$ 32,00","R$ 16,00",100.00 %,,0,0,
12041,H-EXPERT ONDAS ESTILOSAS,10.00,10.00,"R$ 35,00","R$ 17,50",100.00 %,,0,0,
12043,H-EXPERT SHAMPOO OIL CONTROL,10.20,10.20,"R$ 40,00","R$ 17,00",135.29 %,,0,0,
12044,H-EXPERT CONDICIONADOR OIL CONTROL,11.05,11.05,"R$ 42,00","R$ 17,85",135.29 %,,0,0,
12046,SACHE JOLI OL. CREME DES. CORP. AVELÃ-7G,.00,.00,"R$ 0,70","R$ 0,70",0.00 %,,0,0,
12048,SACHE JOLI OL. CREME DES. CORP. CUPUAÇU -7G,.00,.00,"R$ 0,70","R$ 0,70",0.00 %,,0,0,
12055,SACHE HINODE SENSAÇÕES HIDRAT.DES.CORP ECLAT 7ML,.00,.00,"R$ 0,70","R$ 0,70",0.00 %,,0,0,
12060,H-EXPERT ÓLEO FINALIZADOR,12.00,12.00,"R$ 39,00","R$ 19,50",100.00 %,,0,0,
12061,H-EXPERT SHAMPOO A SECO 50ML / 30G,2.00,2.00,"R$ 26,00","R$ 9,75",166.67 %,,0,0,
12062,"H-EXPERT SHAMPOO A SECO 150ML / 90G,",11.00,11.00,"R$ 45,00","R$ 22,50",100.00 %,,0,0,
12064,H EXPERT SHAMP. CABELOS OLEOSOS 250 ML,5.44,5.44,"R$ 29,90","R$ 14,95",100.00 %,,0,0,
12065,H EXPERT COND. CABELOS OLEOSOS 200 ML,6.53,6.53,"R$ 35,90","R$ 17,95",100.00 %,,0,0,
12066,H EXPERT SHAMP. CABELOS DANIFICADOS 250 ML,5.44,3.81,"R$ 29,90","R$ 14,95",100.00 %,,0,0,
12067,"H EXPERT COND, CABELOS DANIFICADOS 200 ML",6.53,6.53,"R$ 35,90","R$ 17,95",100.00 %,,0,0,
12068,H EXPERT SHAMP. TODO TIPO DE CABELOS 250 ML,5.44,5.44,"R$ 29,90","R$ 14,95",100.00 %,,0,0,
12069,H EXPERT COND. TODO TIPO DE CABELOS 200 ML,6.53,6.53,"R$ 35,90","R$ 17,95",100.00 %,,0,0,
13000,SACHE DUPLO H-EXPERT RESIST FORCE,.00,.00,"R$ 1,00","R$ 1,00",0.00 %,,0,0,
13004,SACHE DUPLO H-EXPERT SUMMER PROTECTION,.00,.00,"R$ 1,00","R$ 1,00",0.00 %,,0,0,
15003,FASCINELLE SERUM DE IMPACTO 30ML,58.00,58.00,"R$ 145,00","R$ 72,50",100.00 %,,0,0,
16000,IL FONDOTINTA BASE COMPACTA - FOUNDATION 01 SAND,21.00,21.00,"R$ 74,80","R$ 37,40",100.00 %,,0,0,
16003,IL FONDOTINTA BASE COMPACTA -FOUNDATION 04 CARAMEL,21.00,21.00,"R$ 74,80","R$ 37,40",100.00 %,,0,0,
16004,AQUA-ME BASE LIQUIDA HIDRATANTE FACIAL 01 SAND,4.96,4.96,"R$ 59,90","R$ 9,90",505.05 %,,0,0,
16005,AQUA-ME BASE LIQUIDA HIDRATANTE FACIAL 02 BEIGE,4.96,4.96,"R$ 59,90","R$ 9,90",505.05 %,,0,0,
16006,AQUA-ME BASE LIQUIDA HIDRATANTE FACIAL 03 AMBER,4.96,4.96,"R$ 59,90","R$ 9,90",505.05 %,,0,0,
16008,IL CORRETORE CORRETIVO FACIAL 02 LIGHT,15.00,15.00,"R$ 54,80","R$ 27,40",100.00 %,,0,0,
16009,IL CORRETORE CORRETIVO FACIAL 03 HONEY,15.00,15.00,"R$ 54,80","R$ 27,40",100.00 %,,0,0,
16011,LA CIPRIA PÓ COMPACTO EFEITO NATURAL 03 IVORY,19.00,19.00,"R$ 69,80","R$ 34,90",100.00 %,,0,0,
16012,LA CIPRIA PÓ COMPACTO EFEITO NATURAL 05 BEIGE,21.00,21.00,"R$ 69,80","R$ 34,90",100.00 %,,0,0,
16013,LA TERRA PO FACIAL COMPACTO TONALIZANTE 01 NATURAL,21.00,21.00,"R$ 69,80","R$ 34,90",100.00 %,,0,0,
16014,LA TERRA PO FACIAL COMP TONALIZANTE 03 GOLDEN SAND,21.00,21.00,"R$ 69,80","R$ 34,90",100.00 %,,0,0,
16015,TECH LINER DELINEADOR LIQUIDO PARA OLHOS,5.18,5.18,"R$ 45,90","R$ 9,90",363.64 %,,0,0,
16018,LINEA OCCHI BLACK LAPIS PARA OLHO,4.81,4.81,"R$ 32,90","R$ 9,90",232.32 %,,0,0,
16020,OMBRETTO COTTO DUO SOMBRA PARA OLHOS BLUE&GREY 02,18.00,18.00,"R$ 64,80","R$ 32,40",100.00 %,,0,0,
16021,OMBRETTO COTTO DUO SOMBRA P/ OLHOS PURPLE&PEAR 06,18.00,18.00,"R$ 64,80","R$ 32,40",100.00 %,,0,0,
16022,OMBRETTO COTTO DUO SOMBRA P/ OLHOS GREEN&MINT 07,18.00,18.00,"R$ 64,80","R$ 32,40",100.00 %,,0,0,
16023,OMBRETTO COTTO DUO SOMBRA P/ OLHOS BROWN&BRONZE 09,18.00,18.00,"R$ 64,80","R$ 32,40",100.00 %,,0,0,
16025,GLI OMBRETTI QUARTETO DE SOMBRA OLHOS ONLY PINK 05,19.00,19.00,"R$ 69,80","R$ 34,90",100.00 %,,0,0,
16026,GLI OMBRETTI QUARTETO DE SOMBRA OLHOS SMOKY 08,19.00,19.00,"R$ 69,80","R$ 34,90",100.00 %,,0,0,
16027,IL FARD BLUSH 01 ROSE,17.00,17.00,"R$ 54,80","R$ 27,40",100.00 %,,0,0,
16028,IL FARD BLUSH 05 INTENSE PINK,17.00,17.00,"R$ 54,80","R$ 27,40",100.00 %,,0,0,
16029,PASSIONE BATOM COM EFEITO BRILHO 02 NUDE LIPS,05.04,05.04,"R$ 58,90","R$ 9,90",494.95 %,,0,0,
16030,PASSIONE BATOM COM EFEITO BRILHO 04 CORAL PASSION,05.04,05.04,"R$ 58,90","R$ 9,90",494.95 %,,0,0,
16031,PASSIONE BATOM COM EFEITO BRILHO 07 LADY RED,05.04,05.04,"R$ 58,90","R$ 9,90",494.95 %,,0,0,
16032,PASSIONE BATOM COM EFEITO BRILHO 08 ROMANTIC PINK,05.04,05.04,"R$ 58,90","R$ 9,90",494.95 %,,0,0,
16033,PASSIONE BATOM COM EFEITO BRILHO 15 PEACH CORAL,05.04,05.04,"R$ 58,90","R$ 9,90",494.95 %,,0,0,
16034,PASSIONE BATOM COM EFEITO BRILHO 18 GRAPE NECTAR,05.04,05.04,"R$ 58,90","R$ 9,90",494.95 %,,0,0,
16035,SEDUZIONE BATOM EFEITO FOSCO 01 NUDE SEDUCTION,05.04,05.04,"R$ 58,90","R$ 9,90",494.95 %,,0,0,
16036,SEDUZIONE BATOM EFEITO FOSCO 02 LOVE CHOCOLATE,05.04,05.04,"R$ 58,90","R$ 9,90",494.95 %,,0,0,
16037,SEDUZIONE BATOM EFEITO FOSCO 03 LADY PINK,05.04,05.04,"R$ 58,90","R$ 9,90",494.95 %,,0,0,
16038,SEDUZIONE BATOM EFEITO FOSCO 04 ROMANTIC FUCHSIA,05.04,05.04,"R$ 58,90","R$ 9,90",494.95 %,,0,0,
16039,SEDUZIONE BATOM EFEITO FOSCO 05 MY INTENSE,05.04,05.04,"R$ 58,90","R$ 9,90",494.95 %,,0,0,
16040,SEDUZIONE BATOM EFEITO FOSCO 06 SEDUCTION RED,05.04,05.04,"R$ 58,90","R$ 9,90",494.95 %,,0,0,
16041,PASSIONE BATOM COM EFEITO BRILHO 14 MILK CHOCOLATE,05.04,05.04,"R$ 58,90","R$ 9,90",494.95 %,,0,0,
16042,PASSIONE BATOM COM EFEITO BRILHO 17 SHOCK PINK,05.04,05.04,"R$ 58,90","R$ 9,90",494.95 %,,0,0,
16043,LINEA LABBRA - LAPIS PARA LÁBIOS NUDE Nº 01,4.81,4.81,"R$ 32,90","R$ 9,90",232.32 %,,0,0,
16044,LINEA LABBRA - LAPIS PARA LÁBIOS NATURAL Nº 02,4.81,4.81,"R$ 32,90","R$ 9,90",232.32 %,,0,0,
16045,LINEA LABBRA - LAPIS PARA LÁBIOS VERMELHO Nº 06,4.81,4.81,"R$ 32,90","R$ 9,90",232.32 %,,0,0,
16046,GLI OMBRETTI QUARTETO DE SOMBRA OLHOS NUDE 01,19.00,19.00,"R$ 69,80","R$ 34,90",100.00 %,,0,0,
16047,GLI OMBRETTI QUARTETO DE SOMBRA OLHOS PASSION 06,19.00,19.00,"R$ 69,80","R$ 34,90",100.00 %,,0,0,
16048,MY PRIMER 3+ - BASE PRÉ MAQUIAGEM,05.03,05.03,"R$ 66,90","R$ 9,90",575.76 %,,0,0,
16049,GEL EFFECT KERATIN - ESMALTE WINE Nº 04,2.56,2.56,"R$ 42,90","R$ 4,99",759.72 %,,0,0,
16050,GEL EFFECT KERATIN - ESMALTE CHERRY PASSION Nº 06,2.56,2.56,"R$ 42,90","R$ 4,99",759.72 %,,0,0,
16051,GEL EFFECT KERATIN - ESMALTE NUDE LOOK Nº 16,2.56,2.56,"R$ 42,90","R$ 4,99",759.72 %,,0,0,
16052,GEL EFFECT KERATIN - ESMALTE BIKINI PINK Nº 20,2.56,2.56,"R$ 42,90","R$ 4,99",759.72 %,,0,0,
16053,GEL EFFECT KERATIN - ESMALTE SPLASH PINK Nº 21,2.56,2.56,"R$ 42,90","R$ 4,99",759.72 %,,0,0,
16054,GEL EFFECT KERATIN - ESMALTE MY FUCHSIA Nº 22,2.56,2.56,"R$ 42,90","R$ 4,99",759.72 %,,0,0,
16055,GEL EFFECT KERATIN - ESMALTE GLOSSY PINK Nº 37,2.56,2.56,"R$ 42,90","R$ 4,99",759.72 %,,0,0,
16056,GEL EFFECT KERATIN - ESMALTE POPPY RED Nº 39,2.56,2.56,"R$ 42,90","R$ 4,99",759.72 %,,0,0,
16057,GEL EFFECT KERATIN - ESMALTE INNOCENT Nº 40,2.56,2.56,"R$ 42,90","R$ 4,99",759.72 %,,0,0,
16058,GEL EFFECT KERATIN - ESMALTE MADAME Nº 41,11.00,11.00,"R$ 42,90","R$ 21,45",100.00 %,,0,0,
16059,GEL EFFECT KERATIN - ESMALTE SILENT BLUE Nº 42,2.56,2.56,"R$ 42,90","R$ 4,99",759.72 %,,0,0,
16060,GEL EFFECT KERATIN - ESMALTE LADY LIKE Nº 43,2.56,2.56,"R$ 42,90","R$ 4,99",759.72 %,,0,0,
16061,GEL EFFECT KERATIN - ESMALTE RADIANT ORCHID Nº 46,11.00,11.00,"R$ 39,00","R$ 19,50",100.00 %,,0,0,
16062,GEL EFFECT KERATIN - ESMALTE CHOCOLATE Nº 49,3.14,3.14,"R$ 39,00","R$ 4,99",681.56 %,,0,0,
16063,MARKER LINER - CANETA DELINEADORA,4.96,4.96,"R$ 51,90","R$ 9,90",424.24 %,,0,0,
16064,LOVERGLOSS - GLOSS LABIAL - CORAL MAT Nº 05,12.00,12.00,"R$ 44,80","R$ 22,40",100.00 %,,0,0,
16065,LOVERGLOSS - GLOSS LABIAL - MAUVE PINK MAT - Nº 08,12.00,12.00,"R$ 44,80","R$ 22,40",100.00 %,,0,0,
16066,LOVERGLOSS - GLOSS LABIAL - BUBBLEGUM - Nº 10,12.00,12.00,"R$ 44,80","R$ 22,40",100.00 %,,0,0,
16067,LOVERGLOSS - GLOSS LABIAL - ORCHID MAT - Nº 11,12.00,12.00,"R$ 48,90","R$ 24,45",100.00 %,,0,0,
16068,LOVERGLOSS - GLOSS LABIAL - RED GRAPE MAT - Nº 14,12.00,12.00,"R$ 44,80","R$ 22,40",100.00 %,,0,0,
16069,LOVERGLOSS - GLOSS LABIAL - LOVE RED MAT - Nº 16,12.00,12.00,"R$ 44,80","R$ 22,40",100.00 %,,0,0,
16070,AQUA-ME BASE LIQUIDA HIDRATANTE FACIAL 04 HONEY,4.96,4.96,"R$ 59,90","R$ 9,90",505.05 %,,0,0,
16075,TENTAZIONE - BALM HIDRATANTE LABIAL - PINK LADY 01,17.00,17.00,"R$ 64,90","R$ 32,45",100.00 %,,0,0,
16076,TENTAZIONE BALM HIDRATANTE - JUICY TANGERINE 02,17.00,17.00,"R$ 59,90","R$ 29,95",100.00 %,,0,0,
16077,TENTAZIONE - BALM HIDRATANTE LABIAL- CANDY PINK 03,17.00,17.00,"R$ 59,90","R$ 29,95",100.00 %,,0,0,
16078,TENTAZIONE - BALM HIDRATANTE LABIAL- SUGAR ROSE 05,17.00,17.00,"R$ 59,90","R$ 29,95",100.00 %,,0,0,
16079,TENTAZIONE BALM HIDRATANTE LABIAL - SWEET CREAM 07,17.00,17.00,"R$ 59,90","R$ 29,95",100.00 %,,0,0,
16080,TENTAZIONE -BALM HIDRATANTE LABIAL- DESERT ROSE 08,17.00,17.00,"R$ 59,90","R$ 29,95",100.00 %,,0,0,
16081,FEEL GLAMOUR BLUSH FACIAL - 01 INNOCENT,19.00,19.00,"R$ 67,00","R$ 33,50",100.00 %,,0,0,
16082,FEEL GLAMOUR BLUSH FACIAL - 02 CORAL,19.00,19.00,"R$ 67,00","R$ 33,50",100.00 %,,0,0,
16083,FEEL GLAMOUR BLUSH FACIAL - 03 CANDY,19.00,19.00,"R$ 67,00","R$ 33,50",100.00 %,,0,0,
16084,FEEL GLAMOUR BLUSH FACIAL - 04 ROSE,19.00,19.00,"R$ 72,90","R$ 36,45",100.00 %,,0,0,
16085,FEEL NUDE PÓ COMPACTO FACIAL - 01,5.14,5.14,"R$ 80,90","R$ 9,90",717.17 %,,0,0,
16086,FEEL NUDE PÓ COMPACTO FACIAL - 02,5.14,5.14,"R$ 80,90","R$ 9,90",717.17 %,,0,0,
16087,FEEL NUDE PÓ COMPACTO FACIAL - 03,5.14,5.14,"R$ 80,90","R$ 9,90",717.17 %,,0,0,
16088,FEEL NUDE PÓ COMPACTO FACIAL - 04,21.00,21.00,"R$ 80,90","R$ 40,45",100.00 %,,0,0,
16089,FEEL BRONZE PÓ FACIAL COMPACTO TONALIZANTE - 01,21.00,21.00,"R$ 80,90","R$ 40,45",100.00 %,,0,0,
16090,FEEL BRONZE PÓ FACIAL COMPACTO TONALIZANTE - 02,21.00,21.00,"R$ 80,90","R$ 40,45",100.00 %,,0,0,
16091,FEEL BRONZE PÓ FACIAL COMPACTO TONALIZANTE - 03,21.00,21.00,"R$ 80,90","R$ 40,45",100.00 %,,0,0,
16092,FEEL BRONZE PÓ FACIAL COMPACTO TONALIZANTE - 04,21.00,21.00,"R$ 80,90","R$ 40,45",100.00 %,,0,0,
16093,COVER ME CORRETIVO FACIAL - 01 SAND,05.04,05.04,"R$ 62,90","R$ 9,90",535.35 %,,0,0,
16094,COVER ME CORRETIVO FACIAL - 02 LIGHT,05.04,05.04,"R$ 62,90","R$ 9,90",535.35 %,,0,0,
16095,COVER ME CORRETIVO FACIAL - 03 HONEY,10.12,10.12,"R$ 62,90","R$ 19,90",216.08 %,,0,0,
16096,COVER ME CORRETIVO FACIAL - 04 APRICOT,05.04,05.04,"R$ 62,90","R$ 9,90",535.35 %,,0,0,
16097,LOVERKISS GLOSS MOUSSE - 01 DELICATE MAUVE,16.00,16.00,"R$ 62,90","R$ 31,45",100.00 %,,0,0,
16098,LOVERKISS GLOSS MOUSSE - 02 DELICATE BLOSSOM LIP,05.04,05.04,"R$ 62,90","R$ 9,90",535.35 %,,0,0,
16099,LOVERKISS GLOSS MOUSSE - 03 ELEGANTE PINK,10.12,10.12,"R$ 62,90","R$ 19,90",216.08 %,,0,0,
16100,LOVERKISS GLOSS MOUSSE - 04 TRENDY CORAL,16.00,16.00,"R$ 62,90","R$ 31,45",100.00 %,,0,0,
16101,LOVERKISS GLOSS MOUSSE - 05 SEXY RED,05.04,05.04,"R$ 62,90","R$ 9,90",535.35 %,,0,0,
16102,LOVERKISS GLOSS MOUSSE - 06 INSOLENT FUCHSIA,05.04,05.04,"R$ 62,90","R$ 9,90",535.35 %,,0,0,
16103,LOVERKISS GLOSS MOUSSE - 07 REBEL ROSE,16.00,16.00,"R$ 62,90","R$ 31,45",100.00 %,,0,0,
16104,LOVERKISS GLOSS MOUSSE - 08 BRAZEN PURPLE,10.12,10.12,"R$ 62,90","R$ 19,90",216.08 %,,0,0,
16105,HD MASCARA ALLUNGATE,4.96,4.96,"R$ 75,90","R$ 9,90",666.67 %,,0,0,
16106,HD MASCARA ALLUNGATE WP,5.14,5.14,"R$ 80,90","R$ 9,90",717.17 %,,0,0,
16107,MÁSCARA PAR CILIOS BELVEDERE VOLUME AMPLIFIER,5.12,5.12,"R$ 92,90","R$ 9,90",838.38 %,,0,0,
16108,FEEL SCULPT - 01,10.21,10.21,"R$ 120,90","R$ 19,90",507.54 %,,0,0,
16109,FEEL SCULPT - 02,10.21,10.21,"R$ 120,90","R$ 19,90",507.54 %,,0,0,
16110,OMBRETTO TRENDSETTER - 001,2.59,2.59,"R$ 80,90","R$ 4,99",1521.24 %,,0,0,
16111,OMBRETTO TRENDSETTER - 004,2.59,2.59,"R$ 80,90","R$ 4,99",1521.24 %,,0,0,
16112,OMBRETTO TRENDSETTER - 006,2.59,2.59,"R$ 80,90","R$ 4,99",1521.24 %,,0,0,
16113,OMBRETTO TRENDSETTER - 007,2.59,2.59,"R$ 80,90","R$ 4,99",1521.24 %,,0,0,
16114,OMBRETTO TRENDSETTER - 008,2.59,2.59,"R$ 80,90","R$ 4,99",1521.24 %,,0,0,
16115,LASH UP ALL IN ONE TOUCH - 001,4.96,4.96,"R$ 59,90","R$ 9,90",505.05 %,,0,0,
16116,SPLASH DESIGNER BLACK 01,4.96,4.96,"R$ 47,90","R$ 9,90",383.84 %,,0,0,
16117,NO MORE CRASH,05.08,05.08,"R$ 42,90","R$ 9,90",333.33 %,,0,0,
16118,FAST DRY EFFECT TOP COAT,05.08,05.08,"R$ 42,90","R$ 9,90",333.33 %,,0,0,
16119,LASTING DRY EFFECT,05.08,05.08,"R$ 42,90","R$ 9,90",333.33 %,,0,0,
16120,BELVEDERE DRAMA EFFECT,05.01,05.01,"R$ 90,90","R$ 9,90",818.18 %,,0,0,
16121,LINEA SPRACCIGLIA 01,2.63,2.63,"R$ 37,90","R$ 4,99",659.52 %,,0,0,
16122,LINEA SPRACCIGLIA 03,2.63,2.63,"R$ 37,90","R$ 4,99",659.52 %,,0,0,
16123,DESIDERIO ROSSETO WET FPS 15 - INTENSE ROSE 01,4.88,4.88,"R$ 60,90","R$ 9,90",515.15 %,,0,0,
16124,DESIDERIO ROSSETO WET FPS 15 - ROSE NATURAL 02,4.88,4.88,"R$ 60,90","R$ 9,90",515.15 %,,0,0,
16125,DESIDERIO ROSSETO WET FPS 15 - POP PINK 03,4.88,4.88,"R$ 60,90","R$ 9,90",515.15 %,,0,0,
16126,DESIDERIO ROSSETO WET FPS 15 - SHOCK LIPS 04,4.88,4.88,"R$ 60,90","R$ 9,90",515.15 %,,0,0,
16127,DESIDERIO ROSSETO WET FPS 15 - POMEGRANADE 05,4.88,4.88,"R$ 60,90","R$ 9,90",515.15 %,,0,0,
16128,DESIDERIO ROSSETO WET FPS 15 - ORCHIDE 06,4.88,4.88,"R$ 60,90","R$ 9,90",515.15 %,,0,0,
16129,BELVEDERE DOLL EYES,10.07,10.07,"R$ 90,90","R$ 19,90",356.78 %,,0,0,
16130,MAKE UP ARTIST PALETA DE SOMBRA BELLA-OGGI COM 12,11.17,11.17,"R$ 139,90","R$ 19,90",603.02 %,,0,0,
16131,FEEL GLOW ILUMINADOR BELLAOGGI,5.49,5.49,"R$ 64,90","R$ 9,90",555.56 %,,0,0,
16132,PASSIONE RED BATOM BELLAOGGI COR NUMERO 3,5.66,5.66,"R$ 56,00","R$ 9,90",465.66 %,,0,0,
16133,PASSIONE RED BATOM BELLAOGGI COR NUMERO 05,9.66,9.66,"R$ 56,00","R$ 9,90",465.66 %,,0,0,
16134,PASSIONE RED BATOM BELLAOGGI COR NUMERO 06,5.66,5.66,"R$ 56,00","R$ 9,90",465.66 %,,0,0,
16135,ESMALTE GEL EFFECT KERATIN BELLAOGGI COR NUMERO 11 FIRE RED,2.81,2.81,"R$ 39,00","R$ 4,99",681.56 %,,0,0,
16136,ESMALTE GEL EFFECT KERATIN BELLAOGGI COR NUMERO 62 ANTIGUA,2.81,2.81,"R$ 39,00","R$ 4,99",681.56 %,,0,0,
16137,ESMALTE GEL EFFECT KERATIN BELLAOGGI COR NUMERO 65 MARTINICA,2.81,2.81,"R$ 39,00","R$ 4,99",681.56 %,,0,0,
17001,HND DIAMOND ENERGY DRINK PACK 12 UN,21.00,21.00,"R$ 108,00","R$ 75,60",42.86 %,,0,0,
17021,BOLSA TÉRMICA,.00,.00,"R$ 70,00","R$ 60,00",16.67 %,,0,0,
17022,COOLER PARA 50 LATAS,.00,.00,"R$ 600,00","R$ 600,00",0.00 %,,0,0,
17023,FOLHETO HND LATA - 100 UNIDADES,.00,.00,"R$ 65,00","R$ 65,00",0.00 %,,0,0,
17024,FOLHETO SIMPLES HND - 100 UNIDADES,.00,.00,"R$ 55,00","R$ 55,00",0.00 %,,0,0,
17025,"BANNER HND LATA - 0,8 x 1,6",.00,.00,"R$ 55,00","R$ 55,00",0.00 %,,0,0,
17031,CAMISA POLO HINODE PV MASCULINA PRETA - EXG,.00,.00,"R$ 40,00","R$ 40,00",0.00 %,,0,0,
17053,CAMISA POLO HINODE PV MASCULINA BRANCA - EXG,.00,.00,"R$ 40,00","R$ 40,00",0.00 %,,0,0,
17054,CAMISA POLO HINODE MASC BRANCA - EXGG,.00,.00,"R$ 40,00","R$ 40,00",0.00 %,,0,0,
17077,"BANNER H+ - 0,70x1,00",.00,.00,"R$ 48,00","R$ 48,00",0.00 %,,0,0,
17084,BOLSA CARTEIRA HINODE - PRETA,.00,.00,"R$ 20,00","R$ 10,00",100.00 %,,0,0,
17090,SHAKE H+ HINODE - MORANGO 550g,24.00,24.00,"R$ 99,90","R$ 47,95",108.34 %,,0,0,
17091,SHAKE H+ HINODE - CHOCOLATE 550g,24.00,24.00,"R$ 99,90","R$ 47,95",108.34 %,,0,0,
17092,SHAKE H+ HINODE - BAUNILHA 550g,24.00,24.00,"R$ 99,90","R$ 47,95",108.34 %,,0,0,
17093,CHA H+ FRUTAS VERMELHAS,27.00,23.79,"R$ 72,25","R$ 43,35",66.67 %,,0,0,
17094,CHA H+ LIMÃO,27.00,23.79,"R$ 72,25","R$ 43,35",66.67 %,,0,0,
17095,CHA H+ MARACUJA,27.00,23.79,"R$ 72,25","R$ 43,35",66.67 %,,0,0,
17096,SHAKE H+ HINODE - MILHO VERDE 550G,15.26,15.26,"R$ 98,00","R$ 29,90",227.76 %,,0,0,
17097,SHAKE H+ HINODE - CAPUCCINO 550G,24.00,24.00,"R$ 99,90","R$ 47,95",108.34 %,,0,0,
